Date|Distribuidora||Original|Regex|Processado|No Stopwords
2021-01-28|Light|2784|@lffla22 @jotatrem22 @lightclientes por isso eu disse tigre pq é certinho nos olhos de quem n tem maldade kkkkkkkk|por isso eu disse tigre pq é certinho nos olhos de quem n tem maldade kkkkkkkk|disse olhos n maldade|disse olhos n maldade
2021-01-28|Light|2785|RT @flaviaol: 💉A @lightclientes, distribuidora na capital, informou em nota que não houve interrupção de fornecimento ao HFB no domingo, 24…|💉A distribuidora na capital, informou em nota que não houve interrupção de fornecimento ao HFB no domingo, 24…|💉 distribuidora informou nota interrupção fornecimento hfb domingo …|💉 distribuidora informou nota interrupção fornecimento hfb domingo …
2021-01-28|Light|2786|💉A @lightclientes, distribuidora na capital, informou em nota que não houve interrupção de fornecimento ao HFB no domingo, 24. O laboratório da unidade, onde as vacinas estavam armazenadas, não tinha gerador.|💉A distribuidora na capital, informou em nota que não houve interrupção de fornecimento ao HFB no domingo, 24. O laboratório da unidade, onde as vacinas estavam armazenadas, não tinha gerador.|💉 distribuidora informou nota interrupção fornecimento hfb domingo laboratório onde vacinas armazenadas gerador|💉 distribuidora informou nota interrupção fornecimento hfb domingo laboratório onde vacinas armazenadas gerador
2021-01-28|Light|2787|@lightclientes PRA COBRAR VCS SAO BONS NÉ DONA LIGHT|PRA COBRAR VCS SAO BONS NÉ DONA LIGHT|cobrar bons dona|cobrar bons dona
2021-01-28|Light|2788|@lissio22 @jotatrem22 @lightclientes Tá maluco rapa, tudo certinho c relógio e tudo, que calúnia 😅|Tá maluco rapa, tudo certinho c relógio e tudo, que calúnia 😅|tá maluco rapa certinho calúnia 😅|tá maluco rapa certinho calúnia 😅
2021-01-28|Light|2789|@lightclientes Ja foi|Ja foi||
2021-01-28|Light|2790|@lightclientes  como faço pra tirar relógio do meu nome?|como faço pra tirar relógio do meu nome?|faço tirar relógio nome|faço tirar relógio nome
2021-01-28|Light|2791|"@lightclientes Estrada do Quitite, Anil, Jacarepaguá. 
Próximo a rua Araticum 
Estou chegando no trabalho e passo o código em minutos. Façam alguma coisa, tem pessoas doentes, idosos e crianças passando dificuldades, essa previsão de sábado e absurda."|Estrada do Quitite, Anil, Jacarepaguá. Próximo a rua Araticum Estou chegando no trabalho e passo o código em minutos. Façam alguma coisa, tem pessoas doentes, idosos e crianças passando dificuldades, essa previsão de sábado e absurda.|estrada quitite jacarepaguá próximo rua araticum chegando trabalho passo código minutos façam coisa pessoas doentes idosos crianças passando dificuldades previsão sábado absurda|estrada quitite jacarepaguá próximo rua araticum chegando trabalho passo código minutos façam coisa pessoas doentes idosos crianças passando dificuldades previsão sábado absurda
2021-01-28|Light|2792|@jotatrem22 @lffla22 @lightclientes kkkkkkkk vai entender mane|kkkkkkkk vai entender mane|entender mane|entender mane
2021-01-28|Light|2793|@lissio22 @lffla22 @lightclientes Tá com uma ninhada na casa toda e ainda quer reclamar achando que tem direito, vai entender esse cupadi kk.|Tá com uma ninhada na casa toda e ainda quer reclamar achando que tem direito, vai entender esse cupadi kk.|tá ninhada casa ainda quer reclamar achando direito entender cupadi|tá ninhada casa ainda quer reclamar achando direito entender cupadi
2021-01-28|Light|2794|@lffla22 @lightclientes tira o tigre q para 🐅|tira o tigre q para 🐅|tira tigre q|tira tigre q
2021-01-28|Light|2795|"@lightclientes Deram uma previsão para troca até o sábado e isso já tem 2 noites no escuro e no calor.

Isso para uma troca de transformador??

São mais de 50 famílias sem energia e sem água, porque sem luz não tem como ligar a bomba.

Já mandei código,  já liguei,  se precisar subo e troco."|Deram uma previsão para troca até o sábado e isso já tem 2 noites no escuro e no calor. Isso para uma troca de transformador?? São mais de 50 famílias sem energia e sem água, porque sem luz não tem como ligar a bomba. Já mandei código, já liguei, se precisar subo e troco.|deram previsão troca sábado escuro calor troca transformador famílias energia água luz ligar bomba liguei precisar subo|deram previsão troca sábado escuro calor troca transformador famílias energia água luz ligar bomba liguei precisar subo
2021-01-28|Light|2796|RT @brunaneresds: Toda hora eu aqui reclamando dessas empresas horríveis @vivobr @lightclientes @quintoandar|Toda hora eu aqui reclamando dessas empresas horríveis|hora aqui reclamando empresas horríveis|hora aqui reclamando empresas horríveis
2021-01-28|Light|2797|Ta foda ein, vai fuder meu ar condicionado o @lightclientes filha da puta!|Ta foda ein, vai fuder meu ar condicionado o filha da puta!|foda fuder ar condicionado puta|foda fuder ar condicionado puta
2021-01-28|Light|2798|@LucianaCRVG1 @lightclientes Kkkkkk|Kkkkkk|kkkkkk|kkkkkk
2021-01-28|Light|2799|"@lightclientes estamos sem luz na rua aurora(Mesquita) 
 desde as 14h de ontem, ligamos e deram horário 3 vezes, alimentos estão estragando na minha geladeira e está sem condições de dormir com esse calor, por favor tenem comunicar, já é a quarta vez em duas semanas."|estamos sem luz na rua aurora(Mesquita) desde as 14h de ontem, ligamos e deram horário 3 vezes, alimentos estão estragando na minha geladeira e está sem condições de dormir com esse calor, por favor tenem comunicar, já é a quarta vez em duas semanas.|luz rua 14h ontem ligamos deram horário vezes estragando geladeira condições dormir calor favor tenem comunicar quarta vez semanas|luz rua 14h ontem ligamos deram horário vezes estragando geladeira condições dormir calor favor tenem comunicar quarta vez semanas
2021-01-28|Light|2800|"@lightclientes 2 dias sem luz no Anil, como se proteger do Coronavirus se temos que ficar na rua, o calor em casa e insuportável. 

Vocês vão matar a gente."|2 dias sem luz no Anil, como se proteger do Coronavirus se temos que ficar na rua, o calor em casa e insuportável. Vocês vão matar a gente.|dias luz proteger coronavirus ficar rua calor casa insuportável matar|dias luz proteger coronavirus ficar rua calor casa insuportável matar
2021-01-28|Light|2801|Segundo dia seguido que fico sem luz à noite, @lightclientes! Assim fica difícil dormir minimamente bem. Ontem acabou de 10pm até umas 3am. Absurdo! Nem sei como csg começar a trabalhar pouco depois das 8 hoje. Esse negócio aqui sai hoje, na força do ódio! 🤬🤬🤬🤬🤬🤬|Segundo dia seguido que fico sem luz à noite, Assim fica difícil dormir minimamente bem. Ontem acabou de 10pm até umas 3am. Absurdo! Nem sei como csg começar a trabalhar pouco depois das 8 hoje. Esse negócio aqui sai hoje, na força do ódio! 🤬🤬🤬🤬🤬🤬|dia seguido fico luz noite assim fica difícil dormir minimamente bem ontem 3am absurdo sei trabalhar pouco hoje negócio aqui sai hoje força ódio 🤬|dia seguido fico luz noite assim fica difícil dormir minimamente bem ontem 3am absurdo sei trabalhar pouco hoje negócio aqui sai hoje força ódio 🤬
2021-01-28|Light|2802|"@lightclientes estou sem energia elétrica desde meia noite e pouca, madrugada insuportável, 0800 de emergência só dá previsão imprecisa
Quero luz!!!!!!!
Pago uma nota"|estou sem energia elétrica desde meia noite e pouca, madrugada insuportável, 0800 de emergência só dá previsão imprecisa Quero luz!!!!!!! Pago uma nota|energia elétrica noite madrugada insuportável emergência dá previsão imprecisa quero luz pago nota|energia elétrica noite madrugada insuportável emergência dá previsão imprecisa quero luz pago nota
2021-01-28|Light|2803|@lightclientes desde meia noite sem luz. Grávida e com duas crianças em casa é uma sacanagem. Já são 8:55 e nada foi resolvido.|desde meia noite sem luz. Grávida e com duas crianças em casa é uma sacanagem. Já são 8:55 e nada foi resolvido.|meia noite luz grávida crianças casa sacanagem 8:55 resolvido|meia noite luz grávida crianças casa sacanagem 8:55 resolvido
2021-01-28|Light|2804|"@lightclientes sim  
quero deixar registrado que  é um problema recorrente"|sim quero deixar registrado que é um problema recorrente|sim quero registrado problema recorrente|sim quero registrado problema recorrente
2021-01-28|Light|2805|@lightclientes Alguma previsão de atendimento?|Alguma previsão de atendimento?|previsão atendimento|previsão atendimento
2021-01-28|Light|2806|@NayBraga @lightclientes Foram quantas horas sem luz no total?|Foram quantas horas sem luz no total?|quantas horas luz total|quantas horas luz total
2021-01-28|Light|2807|RT @lightclientes: @wmassessoria1 Se possível, informe por DM um ponto de referência para facilitar a localização da sua residência. Pedimo…|Se possível, informe por DM um ponto de referência para facilitar a localização da sua residência. Pedimo…|possível informe ponto referência facilitar localização residência …|possível informe ponto referência facilitar localização residência …
2021-01-28|Light|2808|Quase 4h sem luz devido a um poste que pegou fogo e a @lightclientes sequer respondeu meu registro de falta de energia por DM. Vou te contar, serviço CARO e INSUFICIENTE. E não é a primeira vez.|Quase 4h sem luz devido a um poste que pegou fogo e a sequer respondeu meu registro de falta de energia por DM. Vou te contar, serviço CARO e INSUFICIENTE. E não é a primeira vez.|quase 4h luz devido poste pegou fogo sequer respondeu registro falta energia contar serviço caro insuficiente primeira vez|quase 4h luz devido poste pegou fogo sequer respondeu registro falta energia contar serviço caro insuficiente primeira vez
2021-01-28|Light|2809|@lightclientes código 0411684839|código 0411684839|código|código
2021-01-28|Light|2810|@lightclientes Ja enviei|Ja enviei||
2021-01-28|Light|2811|@lightclientes Realmente não tenho cadastro ,só estou informando ajudando os moradores da   a rua general Cesar obino altura do número 220 está sem energia vários moradores estão sem luz.|Realmente não tenho cadastro ,só estou informando ajudando os moradores da a rua general Cesar obino altura do número 220 está sem energia vários moradores estão sem luz.|realmente cadastro informando ajudando rua altura número energia luz|realmente cadastro informando ajudando rua altura número energia luz
2021-01-28|Light|2812|@lightclientes @lineCunhaa De novo ? Já enviei 3 vezes não é possível que vocês não consegue achar o local , já mandei meu número de cel . Localizao . É só manda alguém ir lá ver o que aconteceu coisa simples de se resolver !!|De novo ? Já enviei 3 vezes não é possível que vocês não consegue achar o local , já mandei meu número de cel . Localizao . É só manda alguém ir lá ver o que aconteceu coisa simples de se resolver !!|novo enviei vezes possível consegue achar local mandei número cel manda lá ver aconteceu coisa simples resolver|novo enviei vezes possível consegue achar local mandei número cel manda lá ver aconteceu coisa simples resolver
2021-01-28|Light|2813|@lightclientes Não.|Não.||
2021-01-28|Light|2814|@lipecp2009 @lightclientes Aqui voltou umas 7:30|Aqui voltou umas 7:30|aqui voltou 7:30|aqui voltou 7:30
2021-01-28|Light|2815|@lightclientes @Prefeitura_Rio ja enviei grato pela ajuda|ja enviei grato pela ajuda|ajuda|ajuda
2021-01-28|Light|2816|@lightclientes @Prefeitura_Rio ja emviei alguma novidade o valor e demais e nao gastei isso nunca algo esta errado|ja emviei alguma novidade o valor e demais e nao gastei isso nunca algo esta errado|ja emviei novidade valor demais nunca errado|ja emviei novidade valor demais nunca errado
2021-01-28|Light|2817|@lightclientes Ja enviei|Ja enviei||
2021-01-28|Light|2818|@lightclientes Obrigado, excelente semana a vocês.|Obrigado, excelente semana a vocês.|obrigado excelente semana|obrigado excelente semana
2021-01-28|Light|2819|@lightclientes Vai p inferno... sem dormir desde as 23h...|Vai p inferno... sem dormir desde as 23h...|vai inferno dormir 23h|vai inferno dormir 23h
2021-01-28|Light|2820|"@lightclientes rua general Cesar obino altura do 220  ,Bento Ribeiro
Sem luz desde as 23h de ontem."|rua general Cesar obino altura do 220 ,Bento Ribeiro Sem luz desde as 23h de ontem.|rua altura bento ribeiro luz 23h ontem|rua altura bento ribeiro luz 23h ontem
2021-01-28|Light|2821|@lightclientes Casa de muro cinza. (21) 964241435. A fase rua está com problemas! 😠😠😠😠😠😠😠😠|Casa de muro cinza. (21) 964241435. A fase rua está com problemas! 😠😠😠😠😠😠😠😠|casa muro cinza fase rua problemas|casa muro cinza fase rua problemas
2021-01-28|Light|2822|@lightclientes Não, nao resolvem nada|Não, nao resolvem nada|resolvem|resolvem
2021-01-28|Light|2823|"@lightclientes Pelo amor de Deus já não sei mais o que escrever para vcs, pois todos os dias digo TODOS OS DIAS escrevo a mesma coisa. Vocês estão nos fazendo de palhaço só pode. Perguntar o que aconteceu?????????
Fiação arrebentada, 
Cód de instalação 413741162"|Pelo amor de Deus já não sei mais o que escrever para vcs, pois todos os dias digo TODOS OS DIAS escrevo a mesma coisa. Vocês estão nos fazendo de palhaço só pode. Perguntar o que aconteceu????????? Fiação arrebentada, Cód de instalação 413741162|sei escrever dias digo dias escrevo coisa fazendo palhaço perguntar aconteceu fiação arrebentada cód instalação|sei escrever dias digo dias escrevo coisa fazendo palhaço perguntar aconteceu fiação arrebentada cód instalação
2021-01-28|Light|2824|"@lightclientes Pelo amor de Deus já não sei mais o que escrever para vcs, pois todos os dias digo TODOS OS DIAS escrevo a mesma coisa. Vocês estão nos fazendo de palhaço só pode. Perguntar o que aconteceu?????????
Fiação arrebentada, 
Cód de instalação 413741162"|Pelo amor de Deus já não sei mais o que escrever para vcs, pois todos os dias digo TODOS OS DIAS escrevo a mesma coisa. Vocês estão nos fazendo de palhaço só pode. Perguntar o que aconteceu????????? Fiação arrebentada, Cód de instalação 413741162|sei escrever dias digo dias escrevo coisa fazendo palhaço perguntar aconteceu fiação arrebentada cód instalação|sei escrever dias digo dias escrevo coisa fazendo palhaço perguntar aconteceu fiação arrebentada cód instalação
